Evaluation

batch_size=10
bert=False
bert_frozen=True
char_cnn_filter_num=30
char_embeddings_dim=25
char_window_size=3
check_for_lowercase=True
clip_grad=5
cross_fold_id=-1
cross_folds_num=-1
data_io='connl-ner-2003'
dataset_sort=False
dev='data/targer/targer_dev.txt'
dropout_ratio=0.5
elmo=False
elmo_options_fn='embeddings/elmo_2x4096_512_2048cnn_2xhighway_5.5B_options.json'
elmo_weights_fn='/home/vika/targer/embeddings/elmo_2x4096_512_2048cnn_2xhighway_5.5B_weights.hdf5'
emb_delimiter=' '
emb_dim=100
emb_fn='embeddings/glove.6B.100d.txt'
emb_load_all=False
embedding_dim=768
epoch_num=10000
evaluator='f1-alpha-match-10'
freeze_char_embeddings=False
freeze_word_embeddings=False
gpu=3
load=None
logname='targer-xlnet-base-capri-patence=100-rnn-hidden-dim=500-epochs=10000-lr_bert0.005-frozen=TRUE-lr-modelBiRNN-evalf1-alpha-match-10.log'
lr=0.005
lr_bert=0.005
lr_decay=0.05
min_epoch_num=50
model='BiRNN'
momentum=0.9
opt='adam'
path_to_bert='xlnet-base-cased'
patience=100
report_fn='targer-xlnet-base-capri-patence=100-rnn-hidden-dim=500-epochs=10000-lr_bert0.005-frozen=TRUE-lr-modelBiRNN-evalf1-alpha-match-10.txt'
rnn_hidden_dim=500
rnn_type='LSTM'
save='targer-xlnet-base-capri-patence=100-rnn-hidden-dim=500-epochs=10000-lr_bert0.005-frozen=TRUE-lr-modelBiRNN-evalf1-alpha-match-10.hdf5'
save_best=True
seed_num=42
special_bert=True
splitter=' '
test='data/targer/targer_test.txt'
train='data/targer/targer_train.txt'
verbose=True
word_len=20
word_seq_indexer=None
xlnet=True

         epoch  |     train loss | f1-alpha-match-10-train | f1-alpha-match-10-dev | f1-alpha-match-10-test 
           1273 |          30.14 |          84.34 |          58.14 |          64.60 
           1274 |          31.53 |          84.22 |          58.05 |          64.31 
           1275 |          29.82 |          84.76 |          58.85 |          64.73 
           1276 |          33.31 |          84.74 |          57.87 |          64.91 
           1277 |          29.11 |          84.48 |          58.13 |          64.61 
           1278 |          31.69 |          84.57 |          57.66 |          64.70 
           1279 |          32.73 |          84.75 |          57.93 |          64.81 
           1280 |          33.69 |          84.94 |          58.61 |          64.98 
           1281 |          30.41 |          84.72 |          58.12 |          64.62 
           1282 |          30.42 |          84.27 |          58.19 |          64.02 
           1283 |          28.13 |          84.75 |          58.59 |          64.90 
           1284 |          28.53 |          84.90 |          59.42 |          65.09 
           1285 |          29.85 |          84.97 |          58.62 |          64.60 
           1286 |          26.95 |          85.10 |          58.95 |          64.79 
           1287 |          28.83 |          84.57 |          57.95 |          64.19 
           1288 |          30.63 |          84.62 |          58.76 |          64.15 
           1289 |          33.62 |          85.04 |          58.57 |          64.24 
           1290 |          29.94 |          84.85 |          58.79 |          64.21 
           1291 |          29.44 |          84.82 |          58.20 |          64.73 
           1292 |          30.67 |          83.71 |          57.01 |          63.10 
           1293 |          30.25 |          84.26 |          58.69 |          64.44 
           1294 |          31.55 |          84.76 |          58.82 |          64.61 
           1295 |          28.93 |          84.55 |          58.21 |          64.37 
           1296 |          32.28 |          84.51 |          58.08 |          64.66 
           1297 |          29.62 |          84.87 |          58.38 |          64.49 
           1298 |          34.08 |          84.74 |          58.47 |          65.03 
           1299 |          33.40 |          85.05 |          59.48 |          65.07 
           1300 |          28.77 |          84.65 |          58.32 |          64.61 
           1301 |          31.55 |          84.75 |          59.08 |          65.06 
           1302 |          32.12 |          84.44 |          58.70 |          64.86 
           1303 |          32.74 |          84.73 |          59.24 |          64.66 
           1304 |          25.83 |          84.54 |          58.53 |          64.54 
           1305 |          28.77 |          84.72 |          58.41 |          64.70 
           1306 |          28.45 |          84.75 |          58.30 |          64.69 
           1307 |          28.56 |          84.94 |          58.09 |          65.09 
           1308 |          32.89 |          84.85 |          58.45 |          64.33 
           1309 |          30.21 |          84.74 |          58.42 |          64.56 
           1310 |          28.26 |          84.80 |          58.70 |          65.25 
           1311 |          26.64 |          84.98 |          58.57 |          64.88 
           1312 |          26.90 |          84.67 |          58.20 |          64.97 
           1313 |          30.38 |          85.02 |          58.17 |          64.74 
           1314 |          31.57 |          85.04 |          58.47 |          64.62 
           1315 |          27.85 |          84.74 |          58.42 |          64.37 
           1316 |          28.19 |          84.83 |          57.89 |          64.35 
           1317 |          27.80 |          85.39 |          59.28 |          65.04 
           1318 |          34.16 |          84.75 |          58.20 |          64.44 
           1319 |          27.82 |          84.49 |          58.15 |          64.36 
           1320 |          31.32 |          84.87 |          58.76 |          64.89 
           1321 |          29.78 |          84.97 |          58.81 |          64.84 
           1322 |          27.97 |          84.85 |          58.39 |          64.75 
           1323 |          31.18 |          84.89 |          58.54 |          64.92 
           1324 |          30.39 |          85.38 |          59.29 |          65.32 
           1325 |          30.54 |          85.08 |          58.56 |          65.26 
           1326 |          32.89 |          84.49 |          58.40 |          64.69 
           1327 |          28.00 |          85.01 |          58.99 |          64.94 
           1328 |          28.52 |          85.47 |          58.78 |          64.36 
           1329 |          29.53 |          85.18 |          58.73 |          65.14 
           1330 |          28.63 |          84.32 |          58.71 |          64.83 
           1331 |          29.38 |          85.09 |          58.32 |          64.88 
           1332 |          31.31 |          85.52 |          59.09 |          65.21 
           1333 |          28.36 |          85.36 |          59.16 |          65.40 
           1334 |          29.66 |          85.10 |          59.19 |          64.63 
           1335 |          29.66 |          85.41 |          59.28 |          64.98 
           1336 |          28.69 |          85.39 |          59.10 |          64.56 
           1337 |          27.46 |          85.25 |          58.98 |          64.47 
           1338 |          28.54 |          85.31 |          58.73 |          64.58 
           1339 |          29.39 |          85.09 |          58.69 |          64.51 
           1340 |          29.47 |          85.64 |          59.02 |          65.45 
           1341 |          30.60 |          84.87 |          58.97 |          64.72 
           1342 |          29.88 |          85.56 |          58.19 |          64.74 
           1343 |          27.99 |          85.37 |          58.59 |          64.71 
           1344 |          30.40 |          85.48 |          58.83 |          64.74 
           1345 |          29.50 |          85.46 |          58.23 |          64.57 
           1346 |          31.45 |          85.44 |          59.52 |          65.52 
           1347 |          31.69 |          85.40 |          58.68 |          64.65 
           1348 |          29.26 |          85.80 |          59.12 |          64.86 
           1349 |          29.42 |          85.14 |          58.68 |          64.90 
           1350 |          26.57 |          85.52 |          59.12 |          65.13 
           1351 |          28.14 |          85.06 |          58.53 |          64.81 
           1352 |          33.29 |          85.25 |          58.56 |          64.96 
           1353 |          32.45 |          85.50 |          58.75 |          64.75 
           1354 |          30.75 |          85.43 |          58.85 |          64.61 
           1355 |          26.77 |          85.14 |          57.90 |          65.15 
           1356 |          31.95 |          85.65 |          58.55 |          64.55 
           1357 |          29.28 |          85.85 |          59.24 |          64.73 
           1358 |          30.36 |          85.06 |          57.98 |          64.72 
           1359 |          28.21 |          84.51 |          58.18 |          65.12 
           1360 |          26.91 |          84.71 |          57.74 |          64.86 
           1361 |          29.74 |          84.62 |          57.39 |          64.79 
           1362 |          29.73 |          85.00 |          58.04 |          64.43 
           1363 |          31.02 |          85.11 |          57.97 |          64.75 
           1364 |          30.69 |          85.46 |          58.61 |          64.98 
           1365 |          28.70 |          85.17 |          58.68 |          65.01 
           1366 |          30.40 |          85.02 |          58.46 |          64.86 
           1367 |          29.46 |          84.60 |          57.13 |          64.47 
           1368 |          32.03 |          84.75 |          58.03 |          64.72 
           1369 |          28.95 |          84.92 |          57.15 |          64.17 
           1370 |          26.93 |          85.26 |          58.03 |          64.93 
           1371 |          27.90 |          85.36 |          58.40 |          64.56 
           1372 |          28.78 |          85.63 |          58.29 |          64.70 
           1373 |          28.22 |          85.85 |          58.43 |          64.79 
           1374 |          29.78 |          85.42 |          57.58 |          64.68 
           1375 |          31.86 |          85.48 |          58.37 |          64.83 
           1376 |          29.15 |          85.32 |          58.62 |          64.81 
           1377 |          29.14 |          85.58 |          58.63 |          65.21 
           1378 |          29.65 |          85.48 |          58.80 |          64.82 
           1379 |          30.26 |          85.23 |          58.10 |          64.42 
           1380 |          26.59 |          85.63 |          58.79 |          65.13 
           1381 |          26.60 |          86.00 |          58.67 |          64.95 
           1382 |          28.91 |          85.30 |          57.90 |          64.23 
           1383 |          30.27 |          85.67 |          59.29 |          65.10 
           1384 |          29.06 |          85.64 |          58.91 |          64.80 
           1385 |          30.29 |          85.68 |          59.47 |          65.21 
           1386 |          27.30 |          85.49 |          59.12 |          65.30 
           1387 |          30.39 |          85.13 |          58.37 |          64.66 
           1388 |          31.15 |          85.93 |          59.66 |          65.23 
           1389 |          27.66 |          85.65 |          59.55 |          64.88 
           1390 |          32.92 |          85.63 |          59.13 |          64.51 
           1391 |          28.45 |          85.51 |          58.96 |          64.32 
           1392 |          30.48 |          85.87 |          59.92 |          65.00 
           1393 |          27.10 |          85.69 |          58.46 |          64.67 
           1394 |          29.85 |          85.94 |          59.24 |          65.28 
           1395 |          28.78 |          85.43 |          58.53 |          64.64 
           1396 |          29.86 |          85.55 |          58.92 |          65.11 
           1397 |          30.12 |          85.92 |          58.89 |          65.27 
           1398 |          28.89 |          85.41 |          58.79 |          64.71 
           1399 |          30.40 |          85.87 |          59.22 |          65.45 
           1400 |          30.77 |          85.11 |          58.67 |          64.76 
           1401 |          27.00 |          85.91 |          58.58 |          65.09 
           1402 |          26.90 |          86.11 |          59.56 |          65.62 
           1403 |          29.23 |          85.54 |          58.97 |          65.38 
           1404 |          27.92 |          85.68 |          58.88 |          65.52 
           1405 |          26.35 |          86.09 |          58.97 |          65.19 
           1406 |          28.11 |          85.95 |          58.86 |          65.01 
           1407 |          28.14 |          85.59 |          58.59 |          64.36 
           1408 |          31.01 |          85.49 |          58.72 |          64.96 
           1409 |          26.65 |          85.88 |          59.08 |          66.20 
           1410 |          31.49 |          85.93 |          58.85 |          65.71 
           1411 |          31.59 |          85.46 |          58.36 |          64.99 
           1412 |          36.09 |          86.20 |          59.72 |          65.74 
           1413 |          30.52 |          85.60 |          58.09 |          64.39 
           1414 |          33.61 |          85.28 |          58.05 |          64.50 
           1415 |          28.66 |          85.51 |          58.47 |          64.43 
           1416 |          26.65 |          85.64 |          58.64 |          64.53 
           1417 |          28.62 |          85.69 |          58.29 |          64.28 
           1418 |          29.15 |          85.61 |          58.59 |          64.52 
           1419 |          27.15 |          85.91 |          58.44 |          65.34 
           1420 |          30.13 |          86.06 |          58.44 |          65.21 
           1421 |          26.56 |          85.90 |          59.10 |          65.66 
           1422 |          26.06 |          85.55 |          58.76 |          65.30 
           1423 |          28.40 |          86.14 |          59.57 |          65.99 
           1424 |          28.63 |          86.15 |          59.26 |          65.70 
           1425 |          28.87 |          86.17 |          59.76 |          65.42 
           1426 |          30.17 |          85.40 |          58.71 |          65.20 
           1427 |          29.08 |          85.59 |          59.17 |          65.38 
           1428 |          27.00 |          85.25 |          59.21 |          64.95 
           1429 |          25.95 |          85.94 |          60.24 |          65.81 
           1430 |          27.18 |          85.77 |          59.37 |          65.14 
           1431 |          28.96 |          85.75 |          59.27 |          65.26 
           1432 |          28.02 |          86.08 |          59.64 |          65.27 
           1433 |          31.97 |          85.57 |          59.51 |          64.81 
           1434 |          32.28 |          85.30 |          60.09 |          64.87 
           1435 |          30.83 |          85.40 |          59.37 |          65.08 
           1436 |          29.50 |          85.77 |          58.78 |          64.70 
           1437 |          31.29 |          86.08 |          58.93 |          65.10 
           1438 |          30.05 |          86.10 |          59.91 |          65.65 
           1439 |          26.87 |          86.01 |          58.61 |          64.91 
           1440 |          28.26 |          85.99 |          58.82 |          64.98 
           1441 |          27.08 |          85.82 |          58.66 |          64.77 
           1442 |          30.75 |          86.10 |          58.89 |          65.03 
           1443 |          26.89 |          86.18 |          59.50 |          65.76 
           1444 |          30.99 |          86.18 |          59.53 |          65.42 
           1445 |          29.09 |          86.00 |          59.37 |          65.13 
           1446 |          30.92 |          85.88 |          59.34 |          64.33 
           1447 |          28.62 |          86.15 |          59.97 |          64.92 
           1448 |          25.17 |          85.81 |          59.62 |          64.73 
           1449 |          27.91 |          86.28 |          60.36 |          65.39 
           1450 |          30.59 |          86.13 |          59.61 |          65.41 
           1451 |          26.91 |          85.92 |          59.89 |          64.66 
           1452 |          27.68 |          85.63 |          59.65 |          64.77 
           1453 |          29.50 |          86.07 |          59.70 |          65.22 
           1454 |          26.62 |          85.52 |          59.32 |          64.98 
           1455 |          28.98 |          86.21 |          60.37 |          65.33 
           1456 |          28.54 |          86.08 |          60.44 |          65.64 
           1457 |          27.69 |          85.93 |          59.91 |          65.55 
           1458 |          26.74 |          86.02 |          59.90 |          65.17 
           1459 |          30.22 |          85.98 |          59.34 |          65.14 
           1460 |          27.09 |          85.91 |          59.75 |          65.37 
           1461 |          31.12 |          86.17 |          59.23 |          65.15 
           1462 |          25.15 |          86.26 |          59.18 |          65.50 
           1463 |          31.29 |          86.23 |          59.71 |          65.22 
           1464 |          28.80 |          86.05 |          58.91 |          64.77 
           1465 |          30.56 |          85.64 |          58.82 |          64.63 
           1466 |          28.65 |          86.21 |          59.31 |          64.82 
           1467 |          33.39 |          86.21 |          59.91 |          65.30 
           1468 |          30.62 |          85.82 |          59.17 |          64.74 
           1469 |          30.44 |          86.07 |          59.57 |          65.40 
           1470 |          30.14 |          85.87 |          58.17 |          64.35 
           1471 |          28.71 |          86.22 |          59.12 |          65.29 
           1472 |          29.60 |          86.10 |          59.42 |          65.24 
           1473 |          28.60 |          85.79 |          59.38 |          65.42 
           1474 |          29.51 |          85.91 |          59.39 |          65.44 
           1475 |          28.31 |          86.03 |          58.53 |          64.84 
           1476 |          28.58 |          86.17 |          58.66 |          65.12 
           1477 |          30.83 |          86.09 |          58.36 |          65.20 
           1478 |          33.85 |          86.29 |          59.23 |          65.38 
           1479 |          27.11 |          85.72 |          58.76 |          65.32 
           1480 |          29.62 |          86.25 |          58.77 |          64.89 
           1481 |          27.93 |          86.19 |          58.86 |          64.59 
           1482 |          30.35 |          86.25 |          59.69 |          64.93 
           1483 |          29.22 |          86.15 |          59.13 |          64.73 
           1484 |          27.73 |          85.80 |          59.02 |          64.58 
           1485 |          29.72 |          86.47 |          59.56 |          64.98 
           1486 |          29.88 |          86.41 |          59.89 |          65.23 
           1487 |          29.49 |          86.14 |          59.32 |          64.51 
           1488 |          28.52 |          86.46 |          59.52 |          64.75 
           1489 |          28.48 |          86.01 |          58.99 |          64.22 
           1490 |          26.04 |          85.88 |          59.40 |          64.35 
           1491 |          31.08 |          86.77 |          59.83 |          64.50 
           1492 |          26.86 |          86.61 |          59.85 |          64.88 
           1493 |          32.70 |          86.20 |          59.22 |          64.90 
           1494 |          28.90 |          85.97 |          59.06 |          64.83 
           1495 |          27.80 |          86.42 |          59.50 |          64.53 
           1496 |          26.66 |          86.21 |          59.27 |          64.66 
           1497 |          28.94 |          86.51 |          59.60 |          64.75 
           1498 |          28.26 |          86.74 |          59.57 |          64.87 
           1499 |          23.95 |          86.38 |          60.23 |          64.92 
           1500 |          26.33 |          85.83 |          58.91 |          64.39 
           1501 |          28.23 |          86.09 |          59.30 |          64.64 
           1502 |          28.55 |          85.84 |          58.62 |          64.38 
           1503 |          29.28 |          85.90 |          59.47 |          64.68 
           1504 |          29.65 |          86.36 |          59.65 |          64.92 
           1505 |          30.93 |          86.31 |          59.16 |          64.80 
           1506 |          27.89 |          86.60 |          59.84 |          64.52 
           1507 |          32.32 |          86.17 |          59.59 |          64.60 
           1508 |          29.20 |          86.17 |          59.38 |          64.63 
           1509 |          27.05 |          86.02 |          59.62 |          64.67 
           1510 |          26.81 |          86.33 |          59.84 |          64.99 
           1511 |          30.12 |          86.21 |          59.03 |          64.74 
           1512 |          27.37 |          86.20 |          59.32 |          65.00 
           1513 |          27.37 |          86.12 |          59.25 |          65.02 
           1514 |          27.46 |          86.38 |          59.24 |          64.81 
           1515 |          24.83 |          86.37 |          59.60 |          64.86 
           1516 |          31.06 |          86.06 |          59.19 |          64.65 
           1517 |          29.42 |          86.09 |          59.10 |          64.71 
           1518 |          25.41 |          86.44 |          59.07 |          64.63 
           1519 |          29.54 |          86.62 |          59.93 |          64.97 
           1520 |          28.81 |          86.20 |          59.12 |          65.08 
           1521 |          29.75 |          86.54 |          59.42 |          64.86 
           1522 |          31.54 |          86.48 |          59.46 |          64.94 
           1523 |          26.44 |          86.64 |          59.71 |          64.47 
           1524 |          29.59 |          86.91 |          59.34 |          64.80 
           1525 |          29.45 |          86.52 |          59.20 |          64.92 
           1526 |          28.22 |          86.80 |          59.46 |          65.00 
           1527 |          27.00 |          86.46 |          59.18 |          65.04 
           1528 |          28.50 |          86.24 |          58.37 |          64.54 
           1529 |          26.57 |          86.67 |          58.93 |          64.99 
           1530 |          31.22 |          86.67 |          59.41 |          65.44 
           1531 |          26.37 |          86.55 |          59.12 |          65.16 
           1532 |          28.94 |          86.27 |          59.88 |          65.19 
           1533 |          30.82 |          86.33 |          58.90 |          65.26 
           1534 |          28.65 |          86.38 |          58.77 |          65.25 
           1535 |          28.94 |          86.95 |          59.29 |          65.15 
           1536 |          27.59 |          86.46 |          59.13 |          64.98 
           1537 |          31.14 |          86.48 |          58.89 |          64.95 
           1538 |          25.05 |          86.62 |          59.31 |          65.21 
           1539 |          31.09 |          86.60 |          58.96 |          64.78 
           1540 |          30.78 |          86.66 |          58.97 |          64.66 
           1541 |          26.96 |          86.54 |          58.90 |          65.06 
           1542 |          30.49 |          86.60 |          59.23 |          65.60 
           1543 |          28.02 |          86.54 |          59.01 |          64.98 
           1544 |          28.08 |          86.44 |          58.29 |          64.57 
           1545 |          26.88 |          86.32 |          59.25 |          64.99 
           1546 |          27.68 |          86.36 |          58.08 |          64.65 
           1547 |          28.10 |          86.47 |          58.51 |          65.20 
           1548 |          25.99 |          86.54 |          58.98 |          64.85 
           1549 |          27.42 |          86.39 |          58.52 |          64.97 
           1550 |          28.25 |          86.54 |          58.83 |          64.82 
           1551 |          28.15 |          86.02 |          58.41 |          64.68 
           1552 |          27.06 |          86.47 |          59.03 |          65.20 
           1553 |          28.14 |          86.43 |          58.91 |          64.92 
           1554 |          28.35 |          86.65 |          59.89 |          64.80 
           1555 |          29.99 |          86.72 |          59.35 |          64.74 
           1556 |          28.54 |          86.53 |          58.55 |          64.73 
           1557 |          25.69 |          86.52 |          59.07 |          64.60 
           1558 |          30.52 |          86.87 |          59.32 |          64.41 
           1559 |          29.48 |          86.44 |          59.08 |          64.44 
           1560 |          30.19 |          86.56 |          58.95 |          64.65 
           1561 |          31.34 |          86.34 |          59.21 |          64.51 
           1562 |          25.16 |          86.11 |          58.40 |          64.24 
           1563 |          29.27 |          86.38 |          59.44 |          65.09 
           1564 |          29.79 |          86.63 |          59.13 |          64.89 
           1565 |          30.73 |          86.43 |          58.52 |          64.04 
           1566 |          25.43 |          86.84 |          59.54 |          64.68 
           1567 |          28.71 |          86.78 |          59.78 |          64.41 
           1568 |          27.57 |          86.69 |          59.50 |          64.73 
           1569 |          33.60 |          86.53 |          59.55 |          64.74 
           1570 |          30.58 |          86.81 |          59.57 |          64.90 
           1571 |          32.17 |          86.88 |          59.45 |          64.40 
           1572 |          25.75 |          86.78 |          59.80 |          64.89 
           1573 |          28.81 |          87.09 |          59.76 |          64.63 
           1574 |          29.84 |          86.93 |          59.86 |          64.76 
           1575 |          24.48 |          86.83 |          59.42 |          64.70 
           1576 |          29.78 |          87.04 |          60.33 |          65.48 
           1577 |          27.37 |          86.84 |          60.22 |          65.25 
           1578 |          31.36 |          87.04 |          59.64 |          64.85 
           1579 |          28.65 |          87.13 |          59.82 |          65.07 
           1580 |          30.71 |          86.42 |          59.09 |          64.04 
           1581 |          25.14 |          86.76 |          59.88 |          64.92 
           1582 |          29.21 |          86.39 |          59.32 |          64.12 
           1583 |          26.97 |          87.06 |          60.11 |          64.97 
           1584 |          27.64 |          86.99 |          59.73 |          64.63 
           1585 |          30.07 |          86.45 |          58.51 |          64.37 
           1586 |          28.68 |          86.98 |          59.07 |          64.26 
           1587 |          27.98 |          86.96 |          60.05 |          64.59 
           1588 |          28.08 |          86.81 |          59.59 |          64.28 
           1589 |          29.96 |          86.61 |          59.90 |          64.58 
           1590 |          30.53 |          86.72 |          59.43 |          64.64 
           1591 |          30.00 |          86.88 |          59.29 |          64.71 
           1592 |          27.26 |          87.27 |          60.24 |          64.67 
           1593 |          30.34 |          87.17 |          59.98 |          64.54 
           1594 |          27.28 |          87.12 |          59.80 |          64.67 
           1595 |          28.40 |          87.18 |          60.53 |          65.21 
           1596 |          26.65 |          87.17 |          60.10 |          64.87 
           1597 |          27.83 |          86.68 |          59.30 |          64.65 
           1598 |          26.24 |          86.99 |          59.53 |          65.17 
           1599 |          30.32 |          86.83 |          59.78 |          64.98 
           1600 |          29.28 |          86.46 |          59.22 |          64.83 
           1601 |          27.56 |          86.98 |          59.42 |          65.11 
           1602 |          29.72 |          86.94 |          59.60 |          64.73 
           1603 |          27.49 |          86.99 |          60.48 |          64.74 
           1604 |          24.36 |          87.07 |          60.46 |          64.67 
           1605 |          28.58 |          86.81 |          60.21 |          64.79 
           1606 |          27.99 |          86.88 |          60.22 |          64.96 
           1607 |          26.76 |          87.14 |          60.23 |          65.02 
           1608 |          28.64 |          87.01 |          59.58 |          64.98 
           1609 |          26.78 |          87.23 |          60.45 |          65.43 
           1610 |          30.31 |          87.37 |          60.11 |          65.31 
           1611 |          31.56 |          86.77 |          59.63 |          64.83 
           1612 |          27.17 |          86.74 |          59.50 |          64.65 
           1613 |          31.01 |          86.71 |          59.82 |          64.34 
           1614 |          30.28 |          87.12 |          59.94 |          65.36 
           1615 |          28.45 |          86.98 |          59.73 |          65.46 
           1616 |          27.66 |          86.81 |          59.61 |          64.96 
           1617 |          25.02 |          86.78 |          59.94 |          65.80 
           1618 |          30.50 |          86.89 |          59.81 |          65.01 
           1619 |          32.00 |          87.00 |          59.95 |          65.19 
           1620 |          26.51 |          86.78 |          59.21 |          64.84 
           1621 |          30.90 |          87.10 |          59.99 |          65.23 
           1622 |          29.03 |          86.85 |          59.93 |          64.91 
           1623 |          29.99 |          87.05 |          60.06 |          65.06 
           1624 |          27.22 |          87.12 |          59.85 |          65.29 
           1625 |          26.30 |          86.79 |          59.28 |          64.98 
           1626 |          26.00 |          86.44 |          59.33 |          64.68 
           1627 |          22.85 |          86.59 |          59.84 |          65.41 
           1628 |          29.85 |          86.77 |          59.88 |          65.61 
           1629 |          27.04 |          86.96 |          59.68 |          65.70 
           1630 |          29.55 |          86.92 |          59.87 |          65.08 
           1631 |          27.79 |          86.84 |          59.46 |          65.37 
           1632 |          26.98 |          87.01 |          59.78 |          65.57 
           1633 |          27.42 |          86.74 |          59.79 |          65.13 
           1634 |          27.62 |          87.26 |          60.18 |          65.72 
           1635 |          27.60 |          87.08 |          60.34 |          65.76 
           1636 |          31.70 |          87.03 |          60.27 |          65.74 
           1637 |          31.04 |          86.85 |          59.90 |          65.50 
           1638 |          24.95 |          86.89 |          59.14 |          64.98 
           1639 |          31.51 |          87.33 |          59.80 |          65.57 
           1640 |          27.58 |          87.41 |          60.02 |          65.45 
           1641 |          26.90 |          87.39 |          60.12 |          65.70 
           1642 |          27.08 |          87.21 |          60.74 |          65.78 
           1643 |          29.79 |          87.25 |          60.27 |          65.64 
           1644 |          25.40 |          87.13 |          60.61 |          65.71 
           1645 |          27.15 |          87.55 |          60.81 |          65.60 
           1646 |          26.12 |          87.16 |          60.58 |          65.50 
           1647 |          31.42 |          87.10 |          59.68 |          65.37 
           1648 |          32.21 |          87.36 |          59.78 |          64.38 
           1649 |          29.74 |          87.11 |          59.50 |          64.54 
           1650 |          29.30 |          87.47 |          60.42 |          65.81 
           1651 |          24.48 |          87.11 |          60.19 |          65.77 
           1652 |          27.22 |          87.34 |          60.18 |          65.73 
           1653 |          24.82 |          87.22 |          60.13 |          65.69 
           1654 |          29.92 |          87.01 |          59.87 |          65.28 
           1655 |          26.91 |          87.10 |          59.76 |          65.33 
           1656 |          27.25 |          87.12 |          59.93 |          65.41 
           1657 |          27.22 |          87.00 |          60.39 |          66.16 
           1658 |          26.88 |          87.31 |          60.32 |          65.80 
           1659 |          28.39 |          87.18 |          59.97 |          65.77 
           1660 |          32.24 |          86.92 |          60.15 |          65.69 
           1661 |          29.80 |          87.16 |          60.07 |          66.26 
           1662 |          31.22 |          87.07 |          60.60 |          66.39 
           1663 |          29.91 |          87.01 |          59.96 |          65.76 
           1664 |          29.63 |          86.50 |          59.02 |          64.71 
           1665 |          27.55 |          86.71 |          59.77 |          65.70 
           1666 |          25.35 |          87.08 |          59.71 |          64.99 
           1667 |          28.60 |          87.27 |          59.77 |          64.86 
           1668 |          29.21 |          86.80 |          60.04 |          65.85 
           1669 |          28.48 |          87.15 |          60.03 |          65.64 
           1670 |          28.41 |          87.04 |          59.54 |          65.31 
           1671 |          28.27 |          87.28 |          60.24 |          65.59 
           1672 |          28.82 |          87.18 |          60.58 |          65.43 
           1673 |          29.81 |          87.67 |          60.30 |          65.31 
           1674 |          29.32 |          87.46 |          59.85 |          65.18 
           1675 |          28.75 |          87.47 |          59.81 |          65.77 
           1676 |          27.31 |          87.23 |          59.49 |          65.48 
           1677 |          27.30 |          87.75 |          59.85 |          65.47 
           1678 |          28.68 |          87.02 |          59.38 |          64.76 
           1679 |          30.81 |          87.36 |          59.64 |          65.43 
           1680 |          29.45 |          87.37 |          59.90 |          65.44 
           1681 |          33.58 |          87.22 |          59.87 |          66.21 
           1682 |          27.63 |          87.49 |          59.78 |          65.99 
           1683 |          28.82 |          87.42 |          59.90 |          66.15 
           1684 |          27.17 |          87.55 |          60.34 |          66.75 
           1685 |          27.85 |          87.41 |          60.38 |          66.44 
           1686 |          25.40 |          87.54 |          60.48 |          66.34 
           1687 |          25.62 |          87.50 |          59.76 |          65.58 
           1688 |          28.91 |          87.66 |          59.85 |          65.57 
           1689 |          30.39 |          87.28 |          59.61 |          65.71 
           1690 |          25.67 |          87.03 |          59.21 |          65.34 
           1691 |          29.40 |          86.88 |          58.99 |          65.36 
           1692 |          27.59 |          86.64 |          59.02 |          65.43 
           1693 |          26.77 |          87.30 |          60.08 |          65.59 
           1694 |          28.22 |          87.34 |          60.34 |          65.86 
           1695 |          25.95 |          87.13 |          59.56 |          65.40 
           1696 |          30.07 |          87.51 |          59.89 |          65.74 
           1697 |          26.92 |          87.35 |          60.01 |          65.85 
           1698 |          26.45 |          87.59 |          60.22 |          65.82 
           1699 |          29.20 |          87.76 |          59.77 |          65.78 
           1700 |          27.17 |          87.54 |          60.28 |          65.82 
           1701 |          28.79 |          87.21 |          60.02 |          65.35 
           1702 |          28.96 |          87.73 |          60.14 |          65.94 
           1703 |          28.00 |          87.67 |          60.27 |          65.96 
           1704 |          28.05 |          87.50 |          60.60 |          65.46 
           1705 |          27.13 |          87.27 |          59.92 |          65.50 
           1706 |          29.13 |          87.44 |          60.39 |          65.55 
           1707 |          25.72 |          87.52 |          60.29 |          65.65 
           1708 |          26.26 |          87.50 |          60.36 |          65.26 
           1709 |          26.52 |          87.39 |          59.91 |          65.27 
           1710 |          31.43 |          87.50 |          60.20 |          65.52 
           1711 |          26.38 |          87.66 |          60.85 |          66.43 
           1712 |          27.93 |          87.56 |          60.01 |          65.84 
           1713 |          27.36 |          87.63 |          59.82 |          65.72 
           1714 |          23.38 |          87.75 |          60.10 |          65.80 
           1715 |          28.40 |          87.64 |          59.65 |          65.54 
           1716 |          29.49 |          88.03 |          60.31 |          65.51 
           1717 |          33.15 |          87.84 |          60.14 |          65.66 
           1718 |          28.26 |          87.75 |          60.09 |          65.59 
           1719 |          28.11 |          87.55 |          60.45 |          66.05 
           1720 |          29.56 |          87.36 |          60.29 |          65.78 
           1721 |          28.59 |          87.43 |          60.31 |          65.73 
           1722 |          25.50 |          87.56 |          60.16 |          65.68 
           1723 |          26.63 |          87.62 |          60.07 |          65.84 
